restid,name,address,phone,mobile,latitude,longitude,city
3436,發肉燒肉餐酒(敦化本店),臺北市松山區敦化北路4巷56號,02-27113331#,,25.0502905,121.5448587,臺北市
3435,立馬吃一鍋。有機水產火鍋專賣,臺北市大安區仁愛路四段27巷9號B1,02-27417668#,,25.0395577,121.5453353,臺北市
3434,"Bea's Bistro 美式餐館",臺北市大安區潮州街133號,02-23918827#,,25.0285574,121.5289148,臺北市
3433,豬豬的拉麵屋,新北市板橋區溪北路41號1樓,-#,0937528511,24.9902473,121.4274724,新北市
3432,"6：35 Brunch & Dinner(大安旗艦店)",臺北市大安區復興南路二段288號,02-23770100#,0931034202,25.0240436,121.5432347,臺北市
3429,永和樓中華料理店,臺北市大安區和平東路二段118巷52弄3號,02-23772077#,,25.0224472,121.5426486,臺北市
3427,真飽餐盒,臺北市大安區延吉街70巷6弄3號,02-27720506#,,25.0426381,121.5534984,臺北市
3134,爭鮮迴轉壽司,臺北市萬華區台北市萬華區桂林路1號1樓,02-23812806,,25.03787064,121.50585277,臺北市
3126,海底撈,臺北市萬華區台北市萬華區桂林路1號4樓,02-23146868,,25.03792027,121.5058378,臺北市
3114,星巴克,臺北市萬華區台北市萬華區桂林路1號,02-23616931,,25.03794943,121.50586999,臺北市
3101,炸雞大獅,臺北市萬華區台北市萬華區桂林路1號,02-23813607,,25.03794943,121.50585926,臺北市
2305,"PAI CAFÉ & LIFE",臺北市松山區八德路二段366巷11號,-#,0971168198,25.04757916,121.54605237,臺北市
2299,"PAI Coffee",臺北市中山區民生東路二段147巷6弄1號,02-25179787#,,25.05927894,121.5347223,臺北市
2064,風尚咖啡廳,臺北市大安區新生南路3段30號B1,02-88122323#2021,0910277212,25.02349946,121.53387122,臺北市
1829,"靜岡勝政豬排 南港環球店",臺北市南港區忠孝東路七段371號B1,02-27865589#,0922291032,25.0527451,121.606437,臺北市
1828,朱記餡餅粥店,臺北市南港區忠孝東路七段371號B1,02-26510264#,0922291032,25.0527451,121.606437,臺北市
1646,閑恬Mydeli手作美味坊,新北市淡水區坪頂路22號,02-86263159#,,25.16156839,121.456703,新北市
1627,食家安飲食文化股份有限公司,新北市汐止區福德一路328巷1號,02-27925757#,,25.0629986,121.63004427,新北市
1619,"麵食主義 Kirin pasta新板店",新北市板橋區縣民大道1段310號,02-29643968#,0965173933,25.01075113,121.4616265,新北市
1585,杭州小籠湯包-民生店,臺北市松山區民生東路三段118號,02-66130666#,,25.05751728,121.5454299,臺北市
1577,秘徑小食光,臺北市大安區羅斯福路三段283巷3號,02-33651995#,,25.01823751,121.5315196,臺北市
1576,"蔬漫小姐Miss Shumaan.house",臺北市信義區永吉路120巷82號1F,02-27662386#,,25.04265879,121.57010767,臺北市
1379,"藏壽司 林口三井Outlet店",新北市林口區文化三路一段356號B1,02-26069852#,0905685233,25.071241,121.363547,新北市
1376,"藏壽司 松江南京店",臺北市中山區南京東路二段101號B1,02-25681519#,0905122329,25.05224,121.532636,臺北市
1198,板大八番小雞,新北市板橋區新站路28號,02-77054168#,0988307261,25.01373563,121.4675853,新北市
1197,天然茶莊,新北市汐止區汐碇路380巷30號,02-26603762#,,25.03352299,121.6395118,新北市
623,凱林鐵板燒,臺北市大安區忠孝東路三段300號B2,02-87728551#,,25.041212,121.543057,臺北市
5921,"藏壽司 板橋遠科店",新北市板橋區遠東路62之3號,02-29640432,978305587,24.9992921,121.4564032,新北市
5850,"RizzBar Taipei",臺北市大安區復興南路一段150號,02-27765606#,,25.0423811,121.543552,臺北市
5688,鼎泰豐A13店,臺北市信義區松仁路58號1F,02-87805200#,,25.0367179,121.5681308,臺北市
5748,"玖仰jiu yang(大巨蛋)",臺北市信義區忠孝東路四段515號B2,02-27670089#,,25.0423915,121.5595072,臺北市
5574,味佳奇早餐店,臺北市士林區延平北路5段90號,02-28113898#,,25.0810879,121.5107373,臺北市
5573,哪次不吃早午餐店,新北市三重區大同南路152號1樓,02-29750970#,,25.0578043,121.4966324,新北市
5570,鼎泰豐復興店,臺北市大安區忠孝東路三段300號B2,02-22267890#5105,,25.0408932,121.5432417,臺北市
5567,無日,臺北市大安區市民大道四段118號,-#,0919234719,25.0443455,121.5510469,臺北市
5566,恩典早午餐,新北市永和區安樂路294號,02-29288688#,,25.0047738,121.5144408,新北市
5565,喬MAMA,新北市中和區興南路二段6號,02-29400048#,,24.9861947,121.5078174,新北市
5564,多米葉漢堡,新北市樹林區佳園路2段104號,02-26802008#,,24.9575311,121.3899016,新北市
5563,吉得堡東興店,新北市樹林區東興街12之1號,02-86845389#,,24.9786918,121.4098229,新北市
5562,美津素食漢堡,新北市新莊區中和街63號,02-29907859#,,25.0472943,121.4474577,新北市
5560,順哥㕑坊早餐店,新北市新莊區新北大道7段630號,02-29088861#,,25.0283302,121.411948,新北市
5559,妞蛋吐司早午餐,新北市新莊區民安東路176號1樓,02-22027707#,,25.0202973,121.432982,新北市
5555,仨食三餐,新北市樹林區千歲街61巷36-1號1樓,02-26823823#,,24.9986001,121.4257868,新北市
5553,米可廚房,新北市新莊區新樹路625號一樓,02-22076010#,,25.0033639,121.4334621,新北市
5519,三三活力早餐-總店,臺北市文山區木新路三段122號,02-22345728#,,24.9821411,121.5620886,臺北市
5518,晨間戀人早餐,臺北市文山區保儀路107號,02-29396882#,,24.9863736,121.5681007,臺北市
5516,早饗食,新北市三重區中正北路272號,02-29800660#,,25.0683357,121.48091,新北市
5515,萬佳鄉-新展店,新北市新莊區龍安路66-42號,02-29063230#,,25.0209547,121.4141413,新北市
5514,饗爍早午餐,新北市新莊區建中街125號1樓,02-29909839#,,25.0363249,121.4455272,新北市
5510,三合院。早午餐,新北市新店區安康路一段227號,02-86666087#,,24.9630091,121.5255889,新北市
5453,愛吃不吃早餐屋,臺北市萬華區萬大路20號,-#,0917108107,25.0322162,121.5005043,臺北市
5452,吉得堡早餐店-和平店,新北市板橋區和平路66號,-#,0920388655,24.9944408,121.4611621,新北市
5445,"L.C Française 法租界",臺北市大安區敦化南路一段187巷45-2號,-#,0983638156,25.0427505,121.5514001,臺北市
5429,"Fermented by 曾House",臺北市大安區市民大道四段232號1F,02-87729010#,0912899950,25.04459196,121.5566674,臺北市
5427,BarAku,新北市板橋區縣民大道一段269號2樓,02-29698058#,0986295171,25.0098794,121.4603242,新北市
5425,TOK盡興時光,臺北市信義區忠孝東路四段515號,02-27656228#,,25.0424367,121.5595066,臺北市
5406,漢堡排嘉,臺北市信義區忠孝東路四段515號,02-27615088#,,25.0424367,121.5595066,臺北市
5391,"SPORTS NATION",臺北市信義區忠孝東路四段515號,02-27600299#,,25.0424367,121.5595066,臺北市
5353,豚將拉麵重陽店,新北市三重區重陽路四段8號1樓,02-89832058,0930999269,25.0690026,121.4905542,新北市
5139,大巨星港式飲茶餐酒館,臺北市信義區忠孝東路四段515號,02-27771717#,,25.0424367,121.5595066,臺北市
5138,武蔵野森珈琲Diner,臺北市信義區忠孝東路四段515號,02-27686118#,,25.0424367,121.5595066,臺北市
5135,景美如叔叔早餐店30,臺北市文山區景華街80號,02-29310465#,,24.9951072,121.5452464,臺北市
5130,"Lit Lit 早午餐酒吧",臺北市信義區忠孝東路四段515號,02-27600793#,,25.0424367,121.5595066,臺北市
5129,"一風堂 台北大巨蛋店",臺北市信義區忠孝東路四段515號,02-27565135#,,25.0424367,121.5595066,臺北市
5128,星胡同,臺北市信義區忠孝東路四段515號,02-27660166#,,25.0424367,121.5595066,臺北市
5127,"放感情 螢火部落",臺北市信義區忠孝東路四段515號,02-25282588#,,25.0424367,121.5595066,臺北市
5126,PRESERVE,臺北市信義區忠孝東路四段515號,02-27613365#,,25.0424367,121.5595066,臺北市
5125,週末炸雞漢堡俱樂部,臺北市信義區忠孝東路四段515號,-#,0978001077,25.0424367,121.5595066,臺北市
5110,"Meal Room 米釉鍋物",臺北市大安區延吉街66-1號,02-87728728#,,25.0432617,121.5539052,臺北市
5109,"Zentopia Taipei 禪托邦餐酒館",臺北市大安區忠孝東路四段289號b1,02-27755056#,,25.0416701,121.5546583,臺北市
5107,Cheers&Co.,臺北市大安區復興南路一段107巷5弄12號,02-27210277#,,25.04414544,121.5449162,臺北市
5487,Apple203早午餐店-中和遠東,新北市中和區中正路738號,02-82261077#,,24.9981631,121.4854958,新北市
5541,慢步調咖啡館,臺北市大安區忠孝東路三段251巷1弄1號,02-27112311#,0918007040,25.0421174,121.5417836,臺北市
5522,喔嗨呦早餐屋,新北市新店區北宜路2段36號,02-22178530#,,24.9512893,121.5486364,新北市
5443,吉可堡早餐店,新北市樹林區俊英街113-1號,02-26763998#,0909180406,25.0099687,121.4248024,新北市
5442,帕彼手作早餐坊,新北市三重區三和路三段188號,02-29881313#,0920585626,25.0735005,121.491983,新北市
5441,House.好食早餐店,新北市三重區福德里成功路106之1號,02-29703375#,0918827414,25.0515277,121.4874173,新北市
5440,豆司苑咖啡,新北市中和區南山路320巷3號,02-29497910#,0970702370,24.9863955,121.5076938,新北市
5505,可口188複合式早午餐,新北市蘆洲區永平街18巷8號1F,02-22833342#,,25.0911037,121.4589781,新北市
5504,早到甜早午餐,新北市蘆洲區長安街108巷5弄2號,02-28472461#,,25.0819372,121.4612458,新北市
5502,荳荳早午餐店,新北市三重區文化南路31之1號,02-89731966#,,25.0618167,121.5001128,新北市
5500,和睦屋享吃食務所,臺北市大安區延吉街162號,-#,0938777680,25.03916,121.5549636,臺北市
5486,鴻心堡早午餐,新北市土城區清水路256號,02-22655106#,,24.9829835,121.4616022,新北市
5484,星誼美而美,新北市土城區日新街9巷1號,02-82616104#,,24.987092,121.445329,新北市
5479,美美精緻早午餐,臺北市萬華區西藏路115巷6弄7號,02-23032518#,,25.0286274,121.5027205,臺北市
5478,呷尚寶-華順店,新北市中和區華順街133號,021-29535252#,,24.9963124,121.4652548,新北市
5471,弘爺漢堡-新莊信義店,新北市新莊區公園一路98號,02-29908418#,,25.0374156,121.4436012,新北市
5458,幸福時光-蘆洲店,新北市蘆洲區信義路222巷20號,-#,0952176277,25.0853012,121.4800398,新北市
4211,慕谷慕魚蔬食原住民人文餐廳,新北市林口區仁愛路一段338號,-#,0912537590,25.0766636,121.3909688,新北市
4129,藏粵閣,臺北市士林區格致路237號2樓,02-28616661#,,25.1432836,121.5489025,臺北市
4984,柒號洋樓,臺北市中山區建國北路二段7號,02-25066688#,,25.0527114,121.5372562,臺北市
4979,"藏壽司 新店威秀裕隆店",新北市新店區中興路三段70號6樓,02-89147904#,0900671562,24.978061,121.546478,新北市
4812,989就愛海鮮粥,臺北市中正區羅斯福路四段52巷16弄1號,02-23650100#,,25.0146589,121.5335291,臺北市
4743,"馬克廚房 Rocky Pizza",新北市新店區新店區碧潭風景區A01-03,02-29127765#,0988986276,24.9559849,121.5365043,新北市
4741,山野居蔬食-板橋大遠百,新北市板橋區新站路28號,-#,0916970870,25.0140651,121.4673332,新北市
4739,貓樂貓咖啡-環球中和,新北市中和區中山路三段122號,02-22217108#,,25.0066724,121.4747789,新北市
4732,九如-中和環球,新北市中和區中山路三段122號,02-22218223#,0932397711,25.0066724,121.4747789,新北市
4780,二師兄肉羹專賣店,臺北市松山區敦化北路340-10號2樓,-#,0973662335,25.0636811,121.5518476,臺北市
4779,TKK,臺北市松山區敦化北路340-10號2樓,02-25467952#,,25.0636811,121.5518476,臺北市
4778,upoke,臺北市松山區敦化北路340-10號2樓,02-25465951#,,25.0636811,121.5518476,臺北市
4776,五花馬,臺北市松山區敦化北路340-10號2樓,02-25471022#,,25.0636811,121.5518476,臺北市
4759,"BERTHA IRISH BAR",臺北市中正區羅斯福路三段278號,-#,0988955096,25.0165578,121.5320626,臺北市
4731,欣葉小聚中和環球店,新北市中和區中山路三段122號4樓,02-32345858#,0939119803,25.0069668,121.4749549,新北市
4728,橙易食堂-板橋大遠百,新北市板橋區新站路28號B1,-#,0983379801,25.0138151,121.4670443,新北市
5088,"三徑就荒Hermit's Hut",臺北市信義區忠孝東路四段553巷46弄15號1樓,02-27466929#,,25.0442733,121.5636048,臺北市
5087,"Silk & Linen",臺北市大安區大安路一段19巷28號,-#,0932214382,25.0443613,121.5475477,臺北市
5083,梟夜串酒場,臺北市大安區四維路164號,02-27010207#,,24.3629879,120.6397751,臺北市
5082,"《念•饗》NIAN SANG",臺北市大安區延吉街242-3號1樓,02-27038006#,,25.0357216,121.5555417,臺北市
5071,"Gravity 磁場",臺北市大安區樂利路39-1號,-#,0952871261,25.0269613,121.5517058,臺北市
5070,"Old Seat Restaurant Cafe 川酒.咖啡",臺北市大安區忠孝東路4段101巷29號,-#,0913365689,25.0417788,121.5481926,臺北市
5063,"MONO MONO",臺北市大安區安和路一段127巷29弄17號,-#,0938860727,25.0357659,121.5535507,臺北市
5062,壹府YifuBarTaipei,臺北市大安區杭州南路二段13號,-#,0916768066,25.0342382,121.5238425,臺北市
5054,阿官火鍋專家-台北101旗艦店,臺北市信義區市府路45號B1,02-81017693#,,25.0338492,121.5643085,臺北市
5053,"姥姥酸菜魚 101店",臺北市信義區市府路45號B1,02-81017817#,,25.0338492,121.5643085,臺北市
5041,犇鱻涮涮鍋,臺北市中山區松江路95-1號2樓,02-25069069#,,25.0508646,121.5333243,臺北市
4373,黑沃咖啡-大安和平店,臺北市大安區台北市大安區和平東路三段46之4號,04-22624040#,,25.0243689,121.54799,臺北市
4372,黑沃咖啡-台北南港店,臺北市南港區台北市南港區南港路一段152之3號,04-22624040#,,25.0554621,121.6122632,臺北市
4371,黑沃咖啡-台北古亭店,臺北市大安區台北市大安區羅斯福路二段91號,04-22624040#,,25.0252854,121.5240879,臺北市
4370,黑沃咖啡-民生興安店,臺北市松山區台北市松山區興安街204號,04-22624040#,,25.0559654,121.5455797,臺北市
4369,黑沃咖啡-新北輔大店,新北市新莊區新北市新莊區中正路595號,04-22624040#,,25.0320349,121.4329125,新北市
4364,黑沃咖啡-板橋南門店,新北市板橋區新北市板橋區南門街73號,04-22624040#,,25.0079334,121.4570988,新北市
4363,黑沃咖啡-台北復興店,臺北市大安區台北市大安區復興南路一段122巷4號1樓,04-22624040#,,25.0433798,121.5430071,臺北市
5004,媽咪里啦手製餅乾,臺北市大安區忠孝東路四段60-2號,02-27517306#,,25.041394,121.545345,臺北市
4999,"Zoom Inn",臺北市大安區和平東路三段68-6號,-#,0922193887,25.0242797,121.5502674,臺北市
4998,通天掌糕糕,臺北市中正區汀州路二段188號1樓,02-23680088#,,25.022949,121.5230804,臺北市
4920,"奧特拉麵 南港環球店",臺北市南港區忠孝東路七段371號B1,02-26512250#,,25.0528955,121.6072597,臺北市
4919,馬蹄圈圈,新北市永和區秀朗路一段114號,02-23611999#894,0932013894,25.0037736,121.5168091,新北市
4917,"Sandalwood Taipei",臺北市信義區基隆路二段113號1樓,-#,0905168315,25.0287221,121.5571926,臺北市
4916,神燈搓一下,臺北市大安區羅斯福路三段283巷28號,-#,0925652602,25.0188324,121.5317175,臺北市
4914,"星馬快餐 新北新店裕隆城百貨門市",新北市新店區中興路三段70號6F20櫃,-#,0926656376,24.9779832,121.5465116,新北市
4821,法點法食FADENFASAï,臺北市中正區汀州路三段210號1樓,-#,0958095880,25.01206637,121.53551757,臺北市
4891,一鷺串燒居酒屋（大直旗艦店）,臺北市中山區植福路217號219號,02-85015885#,,25.083079,121.560913,臺北市
4889,一鷺串燒居酒屋松江本店,臺北市中山區民權東路二152巷1號,02-25043668#,,25.0658717,121.5398141,臺北市
4897,YAYOI彌生軒-南港車站店,臺北市南港區忠孝東路七段371號B1樓,02-27863298#,,25.0528955,121.6072597,臺北市
4878,麵線歐爸,臺北市文山區興隆路三段111號B1(統一商場),02-29335005#,,24.9996924,121.5579495,臺北市
4875,總會有機會club25,臺北市文山區興隆路三段111號B1(統一商場),02-29335005#,,24.9996924,121.5579495,臺北市
4873,龐德羅莎,臺北市大安區羅斯福路四段85號台大管理學院第二活動中心二樓,02-23779990#,,25.0129394,121.536638,臺北市
4870,丘蒔堂,臺北市大安區羅斯福路4段1號（台大第一學生活動中心餐廳）,-#,0930396986,25.0173405,121.5397518,臺北市
4852,A華加湯滷味,臺北市大安區基隆路四段43號,02-27382936#,,25.0128577,121.5427043,臺北市
4851,溫州大餛飩,臺北市大安區基隆路四段43號,02-27382936#,,25.0128577,121.5427043,臺北市
4688,明志科大第二餐廳,新北市泰山區工專路84號,02-26890808#,0958585280,25.04329274,121.42302122,新北市
4684,貓食光,臺北市大安區羅斯福路三段297-1號1樓,02-23860234#,,25.0176399,121.531706,臺北市
4683,"BAR FEST",臺北市中正區汀州路三段149號1樓,-#,0952775002,25.015961,121.531258,臺北市
4682,"89 LOOP Sports",臺北市中正區羅斯福路四段134號2樓,02-23656597#,,25.0129485,121.5358227,臺北市
4675,山禾苑,臺北市士林區芝玉路一段28號,-#,0910527968,25.1025986,121.5366614,臺北市
4674,蛋奶樹蔬食專賣,臺北市中山區中山北路一段33巷26號,02-25216801#,,25.0486254,121.5222919,臺北市
4661,好好時光公益咖啡館,新北市林口區文化一路一段207之1號,02-26012485#,0919613154,25.07575125,121.37868168,新北市
4660,金山客家小館,臺北市松山區南京東路五段250巷2弄5號1樓,02-27659906#,0987187637,25.0508904,121.56642495,臺北市
4567,靜壽司,臺北市中正區羅斯福路三段316巷7-1號,02-23656568#,,25.015678,121.532234,臺北市
4566,源士林粥品,臺北市中正區汀州路三段134號,02-23683593#,,25.0138682,121.5337916,臺北市
4565,玉山銀行(希望大樓)員工餐廳,新北市三重區中興北街42巷17弄10號,02-21751313#8181,,25.050299,121.4688298,新北市
4054,無二會所,臺北市大安區杭州南路二段61巷12號,02-23917599#,,25.0301176,121.5229861,臺北市
4047,捌伍添第,臺北市信義區信義路五段7號85號樓B側,02-81010085#,,25.033976,121.5645389,臺北市
4046,天空小品,新北市淡水區忠寮里竹圍子8-17號,02-26257366#,0932158546,25.1928559,121.4809911,新北市
3969,海底撈,新北市新莊區新北市新北市新莊區新北大道四段3號9樓,02-85219292#,0903136118,25.0596783,121.4495726,新北市
3948,"白日夢Tea & Cafe",新北市石門區阿里荖47-2號,02-26380045#,,25.2802951,121.6079409,新北市
3935,"魚君 さかなくん 天母SOGO店",臺北市士林區中山北路六段77號8樓,02-88661170#,,25.105306,121.5245943,臺北市
3930,"CYCLO 洛城 忠孝門市",臺北市大安區大安路一段75巷9號,02-27782569#,,25.0423401,121.5467254,臺北市
3846,美樂家速食坊,臺北市中正區常德街1號B1,02-23111298#,,25.0443093,121.5170835,臺北市
3861,大根日本料亭,臺北市中山區中山北路二段39巷14-1號,02-25817776#,,25.0538697,121.524062,臺北市
3810,老乾杯板橋大遠百店,新北市板橋區新北市板橋區新站路28號11樓,02-29526466,,25.013651,121.466765,新北市
3809,老乾杯南西店,臺北市中山區台北市中山區南京西路12號號7樓,02-25215255,,25.0518449,121.5210481,臺北市
3808,"老乾杯 慶城店",臺北市松山區台北市松山區慶城街29號1樓,02-27139000,,25.0535557,121.5452114,臺北市
3807,"老乾杯 信義店",臺北市信義區台北市信義區松壽路9號8樓,02-27253311,,25.0366706,121.5667018,臺北市
3806,"KANPAI CLASSIC 天母店","臺北市士林區台北市士林區忠誠路二段 200 號 2 樓",02-28771550,,25.1173343,121.5338781,臺北市
3833,"黑毛屋 新莊宏匯店","新北市新莊區新北市新莊區新北大道四段 3 號 7 樓",02-85222611,,25.0597532,121.449286,新北市
3832,"黑毛屋 南港中信店","臺北市南港區台北市南港區經貿二路 186-1 號 2 樓",02-27865669,,25.0588333,121.6149583,臺北市
3831,"黑毛屋 信義 ATT 店","臺北市信義區台北市信義區松壽路 12 號 4 樓",02-77362698,,25.03531,121.5660665,臺北市
3838,"黑毛屋本家 板橋大遠百店","新北市板橋區新北市板橋區新站路 28 號",02-29524088,,25.0140651,121.4673332,新北市
3837,"黑毛屋本家 信義店","臺北市信義區台北市信義區松高路 19 號 6 樓",02-27237722,,25.0395325,121.5667147,臺北市
3823,"乾杯燒肉居酒屋 新莊宏匯店",新北市新莊區新北市新莊區新北大道四段3號7樓,02-85216277,,25.0597532,121.449286,新北市
3822,"乾杯燒肉居酒屋 林口店",新北市林口區新北市林口區文化三路一段356號2樓,02-26068522,,25.0707927,121.364181,新北市
3821,"乾杯列車 板橋站",新北市板橋區新北市板橋區縣民大道2段7號2樓,02-89693333,,25.0141259,121.4637592,新北市
3820,"乾杯燒肉居酒屋 南港中信店",臺北市南港區台北市南港區經貿二路186-1號2樓,02-27866066,,25.0588333,121.6149583,臺北市
3819,"乾杯燒肉居酒屋 信義 ATT 店",臺北市信義區台北市信義區松壽路12號3樓,02-87860808,,25.035488,121.5660108,臺北市
3818,"乾杯燒肉居酒屋 中山店",臺北市大同區台北市大同區南京西路25巷2-1號,02-25556110,,25.0531403,121.5202225,臺北市
